Unnamed: 0,regu1,count2,count3,count4,count5,freqavg0,freqavg2,freqavg3,freqavg4,freqavg5,freqstd2,freqstd3,freqstd4,freqstd5,firdis,firshan,lastdis,lastshan,label
4264,0.7482142805594816,10.0,10.0,0.0,0.0,0.0,3.8,2.5,0.0,0.0,2.08806130178211,1.5,0.0,0.0,13.774,0.9710179773212528,13.83,0.9774065917430124,1.0
143651,0.3533215258834184,10.0,0.0,10.0,1.0,0.0,2.3,0.0,4.2,12.0,0.7810249675906654,0.0,1.98997487421324,0.0,3.1260000000000003,0.9727299053353382,7.1370000000000005,0.8706143584647343,1.0
143847,0.8366071428571424,8.0,8.0,4.0,1.0,4.0,6.5,5.75,4.75,4.0,2.0,3.73329613076702,1.4790199457749045,0.0,7.126,0.877357333134074,7.126,0.877357333134074,0.0
36891,0.5252127872127871,10.0,10.0,7.0,8.0,0.0,11.2,13.0,8.0,4.5,5.2115256883181535,9.797958971132712,6.8868404532536855,1.0,9.722,0.9712341390234992,6.372000000000001,0.9360934276078414,0.0
178625,0.6466666666666663,10.0,3.0,9.0,3.0,0.0,6.2,6.333333333333332,8.555555555555555,5.666666666666668,4.093897898091743,3.771236166328253,5.079613089183316,4.496912521077347,1.957,0.9725447806055094,2.696,0.9908698538855912,1.0
163944,0.6501111111111109,10.0,5.0,10.0,3.0,3.0,12.9,10.8,8.6,3.333333333333333,5.974110812497537,4.833218389437829,4.004996878900156,2.0548046676563256,1.273,0.9898520077373012,0.396,0.9873307835338636,1.0
100227,0.4172939637621601,10.0,5.0,3.0,2.0,0.0,5.5,2.8,3.0,2.0,3.0740852297878796,1.9390719429665322,2.160246899469287,1.0,17.296,0.9749816943804398,17.305,0.9719050517475192,0.0
206265,0.5325539911477413,7.0,0.0,3.0,0.0,0.0,4.0,0.0,3.333333333333333,0.0,1.1952286093343936,0.0,1.247219128924647,0.0,7.851,0.6952649626956747,9.48,0.8771547409014565,0.0
172091,0.7658095238095238,10.0,6.0,10.0,1.0,0.0,8.5,5.0,8.8,6.0,5.162363799656123,3.366501646120693,9.075241043630742,0.0,3.1860000000000004,0.9933613156644752,1.977,0.9886759440949208,1.0
113165,0.7703703703703706,8.0,8.0,3.0,0.0,0.0,12.5,8.0,3.0,0.0,7.088723439378913,6.519202405202647,1.4142135623730951,0.0,7.449,0.95781174538338,6.372999999999998,0.9747516453621748,1.0
198409,0.7027619047619043,10.0,7.0,7.0,0.0,0.0,8.9,13.142857142857142,5.857142857142858,0.0,11.3,5.026460595931193,9.463140092388107,0.0,12.63,0.819693420484835,12.044,0.8763162833885291,1.0
194846,0.8574603174603171,10.0,10.0,9.0,1.0,0.0,8.9,5.4,3.111111111111111,2.0,1.5132745950421562,3.3526109228480423,1.594744454934147,0.0,4.016,0.9798934786183358,7.101,0.9708609837207424,1.0
175399,0.6170487948265724,7.0,9.0,8.0,0.0,0.0,5.571428571428571,5.111111111111111,6.25,0.0,3.4992710611188262,1.911627837120584,4.841229182759271,0.0,1.105,0.9775367140879948,2.568,0.9904412041984704,0.0
81120,0.5723174603174599,10.0,5.0,10.0,1.0,1.0,11.3,12.8,12.2,1.0,4.62709412050371,4.445222154178573,9.130169768410662,0.0,4.057,0.9850968119134828,17.729,0.8380794203377517,0.0
81593,0.6009047619047613,9.0,8.0,10.0,1.0,1.3333333333333333,9.888888888888893,3.375,10.4,2.0,5.279824164674098,3.5333235062756425,6.248199740725324,0.0,7.7360000000000015,0.8872218359759395,5.8660000000000005,0.9804840196242718,0.0
154573,0.7651428571428568,9.0,1.0,10.0,1.0,0.0,18.11111111111111,23.0,13.0,2.0,1.3698697784375502,0.0,3.924283374069717,0.0,8.892999999999997,0.9830875425848492,1.006,0.9761739816543508,2.0
94794,0.6220952380952377,10.0,9.0,8.0,4.0,0.0,6.5,20.33333333333333,7.625,3.0,8.028075734570521,8.793937305515279,6.836254456937659,2.0,5.864,0.9799995485909704,6.518,0.9595566758033848,1.0
207941,0.4946265543258223,6.0,3.0,3.0,1.0,2.0,4.333333333333333,3.6666666666666665,2.6666666666666665,3.0,1.3743685418725535,1.699673171197595,1.247219128924647,0.0,2.928,0.9945187879550856,3.776,0.9342647745603598,0.0
48099,0.34249772768202025,3.0,8.0,6.0,4.0,4.0,6.333333333333332,2.625,3.6666666666666665,1.75,5.436502143433364,1.3169567191065925,1.5986105077709063,0.4330127018922193,10.686,0.9658427086297432,10.686,0.9658427086297432,0.0
86601,0.5051587301587298,10.0,5.0,9.0,2.0,0.0,8.1,9.0,6.666666666666668,4.5,6.236184731067546,4.516635916254487,5.597618541248888,1.5,7.916,0.9472274303779032,6.347,0.974514411774019,0.0
13565,0.3678315831055768,6.0,8.0,6.0,1.0,0.0,3.6666666666666665,4.75,2.333333333333333,3.0,0.7453559924999298,3.2691742076555053,1.247219128924647,0.0,0.901,0.9793121942892395,0.935,0.9802551186817716,0.0
167372,0.7245526695526692,10.0,10.0,3.0,1.0,0.0,12.1,7.8,7.0,4.0,10.212247548899311,3.57211421989835,2.449489742783178,0.0,10.505999999999998,0.9500991432283166,10.505999999999998,0.9500991432283166,1.0
127939,0.6907402597402594,9.0,10.0,9.0,1.0,0.0,28.555555555555557,20.3,7.555555555555554,5.0,7.380320846851385,8.579627031520658,3.130889511912305,0.0,1.986,0.9888906559680288,1.244,0.9857693809423579,1.0
125220,0.4929999999999998,9.0,6.0,8.0,1.0,0.0,3.888888888888889,3.6666666666666665,3.625,3.0,1.6629588385661962,0.9428090415820634,1.1110243021644486,0.0,8.08,0.9430884210744964,3.405,0.9799062612642746,1.0
