channelcode,carnum1,carnum2,type,time,lane,dir,LNG,LAT
AjQbFdt8A1BG4CD6E558II,’„G,43451E625F7AFDB2C3E083407569BA96,2,2019/12/20 0:01,6,3,0,0
AjQbFdt8B1BLO8VTGPCSS0,’„G,3DC444CFC4EEF53A791B390054BD4DBC,2,2019/12/20 0:01,2,3,,
AjQbFdt8A1BDJ7F11UQSA5,’„G,717A6A98E235283B9BC83373065C6FEC,2,2019/12/20 0:01,2,0,120.132,29.3529
AjQbFdt8B1B5K31L0SIJ79,’„G,F2015FD2CE1632B9008C3ECD0B999EF0,2,2019/12/20 0:01,2,3,120.131,29.3182
AjQbFdt8B1BLO8VTJ9IKH3,’„G,4E83F0BE2E871FBA80AAD7BB6C727597,2,2019/12/20 0:01,2,,,
AjQbFdt8B1BLO8VTJFA0LP,’„G,770B0560FB7B0470F6D356F572E64CEB,2,2019/12/20 0:01,2,,,
AjQbFdt8A1BDJ7F12LNPE2,’„G,BAA005E4F745421CBBAA1F457B25CCF4,2,2019/12/20 0:01,4,0,,
AjQbFdt8A1BDJ7F11VPD2B,’„G,9DBAB5017A0406B692B083141FF18F68,2,2019/12/20 0:01,2,0,120.132,29.3529
AjQbFdt8B1BLO8VTDL5S6K,‘•S,3A765E29C116EF5DDF5D7717CD5F5645,2,2019/12/20 0:01,2,2,120.155,29.4935
AjQbFdt8A1B7K06Q4SNQOV,’„G,6F79674FAB559FC00D0BF1BED552DB73,2,2019/12/20 0:01,2,0,,
AjQbFdt8A1B7K06Q4AJ2L1,’„G,09D717A7E6E78739C7E44C013CE24EBE,2,2019/12/20 0:01,2,2,,
AjQbFdt8A1B7K06Q2DFKKF,’„G,C7723BB973097BC2E2A8328FB831A8FC,2,2019/12/20 0:01,2,1,120.008,29.3259
AjQbFdt8B1B5K31L85AHGI,’„G,F48926BA310B353147D07C90EC86CE90,2,2019/12/20 0:01,1,1,120.096,29.3132
AjQbFdt8B1BLO8VTFN0L8E,’„G,7E9B0ECF0059382288FFA41A361DF053,52,2019/12/20 0:01,4,3,120.123,29.3611
AjQbFdt8B1BLO8VTJDCSCR,’„G,CD736E3B731E9FBCF881E7E33CAADDA2,2,2019/12/20 0:01,2,,,
AjQbFdt8A1B5KAV1H8V23U,’„G,226ABD9496336C75E2E0E9C3E5B5B432,2,2019/12/20 0:01,3,0,119.934,29.247
AjQbFdt8A1BDJ7F14A6LE5,’„A,DA7B8096AE366DFB14A6AFF8879F62B3,2,2019/12/20 0:01,5,2,120.024,29.2865
AjQbFdt8A1BCC8O0PG0JL1,’„G,C394E94153055725D83CBAB7A99DD839,2,2019/12/20 0:01,5,2,,
AjQbFdt8B1B5K31KN3JNUM,’„C,409B1A68FE1202EF01490214D4E6BDEC,2,2019/12/20 0:01,3,1,120.052,29.3104
AjQbFdt8A1B5KAV1O2FGSV,’„G,966671BE210D4DE1387D464EA3BBA891,2,2019/12/20 0:01,4,3,120.056,29.3052
AjQbFdt8A1B7K06Q32FFJO,’„G,12B89883092CBDD01C1B9B3092770130,2,2019/12/20 0:01,6,1,,
AjQbFdt8B1B86TBMKKJD2M,’„G,825E4C68C097B9236F09BC79416E5916,2,2019/12/20 0:01,3,2,,
AjQbFdt8A1B5KAV1P10PC2,’„G,766F38DDB5E917FECFD2A08AB770B03D,2,2019/12/20 0:01,2,0,120.069,29.2834
AjQbFdt8A1B5KAV1PECAQ7,’„G,2083B59090A46F5E93DA645B0514260E,2,2019/12/20 0:01,1,1,120.008,29.2911
AjQbFdt8A1BGO5527G0BQM,’„G,CA203E889F42EF5FDE3F87FE24EA80CB,2,2019/12/20 0:01,1,0,120.071,29.3004
AjQbFdt8B1BHG132QM7NRN,‘•J,F7A24B29B9AB11530778D80586AF5CD4,1,2019/12/20 0:01,1,2,120.024,29.2873
AjQbFdt8B1B6U6LVVMSEEA,‘•N,8C5A748D30E6435A091E42D7D01B0F9F,2,2019/12/20 0:01,1,0,120.042,29.302
AjQbFdt8A1BDJ7F12JQN3S,À’E,C44C8BA7C7ED8C0C73E3F5C9D76BA549,2,2019/12/20 0:01,4,0,,
AjQbFdt8B1B5K31KOGEOQI,’„G,773E7D78F9C4980F371DD85610939F73,2,2019/12/20 0:01,3,1,120.044,29.2803
AjQbFdt8B1B86TBMK864G1,’„G,5C065AA0B0EFD7AFBE91FAC68C9D2525,2,2019/12/20 0:01,2,,,
AjQbFdt8B1BHG132MP6N0L,’„B,8E3E9DE12093EC52DD7EFA1A647654B4,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MDNV80,’„G,804CB79E597EC65F668395CD433947FF,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132PG1I0S,’„G,D9CE3F1176CD5E18A564C5F8165F5E2F,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132LVDGUD,’„G,BD311272335C811F4CB45ABBF26B6259,1,2019/12/20 0:01,0,,,
AjQbFdt8A1B5KAV1HVROKV,’„G,CAE617BE5E3D772087293D9DA01D42D4,2,2019/12/20 0:01,1,1,120.009,29.2831
AjQbFdt8A1BDJ7F12SDIJE,’„G,C14C351C08093E84685FC1A9C9CAD2B5,2,2019/12/20 0:01,3,1,,
AjQbFdt8A1B7K06Q30IBUM,’„C,BA4327753136BAD583CABDD744A2414E,2,2019/12/20 0:01,1,1,120.012,29.2979
AjQbFdt8B1BLO8VTDM4E5N,’„G,0CF636BEC3D570F9F1A88930902C783B,2,2019/12/20 0:01,3,1,,
AjQbFdt8B1BLO8VTCU8BA4,’„G,154EF1B4FD75BE9714070884C3F3EC48,2,2019/12/20 0:01,3,,120.106,29.3316
AjQbFdt8A1B5KAV1H8V1VV,’„G,226ABD9496336C75E2E0E9C3E5B5B432,2,2019/12/20 0:01,3,0,119.934,29.247
AjQbFdt8B1B5K31KNLNU5P,’„G,B6FEC4521226A61276EC983B5EBB5A6D,2,2019/12/20 0:01,5,1,120.112,29.3099
AjQbFdt8A1B5KAV1A9MEDI,’„G,EC6AF93D8362EC8F80203B6A992B1AE0,2,2019/12/20 0:01,1,2,,
AjQbFdt8B1BLO8VTFQQTD1,’„G,D4C58F0C0CB58709FD068CFDE25AB0C2,2,2019/12/20 0:01,3,3,120.087,29.3245
AjQbFdt8A1B7K06Q47NCA0,ÕÓK,7F70ABC85EF4B88C7776900C2B60BF03,2,2019/12/20 0:01,2,1,,
AjQbFdt8A1B5KAV1A223QF,∏”A,CF01B7ED9CB7FEC2A21B35860C5B2823,2,2019/12/20 0:01,2,2,120.048,29.3365
AjQbFdt8A1B5KAV1D1FEMR,’„G,A0B9A6462246A8FCC8C619F4F6EA1C54,52,2019/12/20 0:01,1,1,120.109,29.3136
AjQbFdt8A1B7K06Q44RMLM,…¬A,0BB3EE425D8297E34A91A31A8EAF3217,2,2019/12/20 0:01,4,0,,
AjQbFdt8B1BLO8VTJEBENL,ÕÓN,142FC015C139D89815C1BFB1A9F43070,1,2019/12/20 0:01,1,,,
AjQbFdt8B1B86TBMLAIAE8,‘•A,C6BCDE9A8AED0F0B802D467E488BE40A,2,2019/12/20 0:01,1,2,120.055,29.3231
AjQbFdt8B1B6U6LVU0FG56,’„G,9DBAB5017A0406B692B083141FF18F68,2,2019/12/20 0:01,1,,120.133,29.3528
AjQbFdt8A1BDJ7F12JQN3S,’„G,E11476F336A6CB3D0C76FCB343B8C76E,2,2019/12/20 0:01,5,0,,
AjQbFdt8A1B5KAV1PBGN0R,’„G,BDB6EEF66F3E58E8CF31184DA9D797C8,2,2019/12/20 0:01,1,0,120.167,29.331
AjQbFdt8A1B7K06Q4UKU7V,‘•P,34F5C7E7FF866D398C327235200BD6B4,2,2019/12/20 0:01,1,3,120.103,29.2969
AjQbFdt8B1B5K31KMQ2COK,’„C,3E6F6AD74031EF599D7D753A56224041,2,2019/12/20 0:01,3,2,120.101,29.3178
AjQbFdt8A1BDJ7F14A6M68,’„G,55CF396DA72189F62A8C164CC2E6731F,2,2019/12/20 0:01,3,3,120.025,29.2871
AjQbFdt8B1BLO8VTGB2FUV,’„G,1A8584DA1D51F791629EDB834909A60B,2,2019/12/20 0:01,1,3,,
AjQbFdt8B1B6U6LVUHLJ6K,’„G,410B9F13C9243569629027588D7881AC,2,2019/12/20 0:01,1,,119.929,29.2443
AjQbFdt8A1B7K06Q2CH32Q,’„G,41551128A304D4FCB6F290534636E9D2,2,2019/12/20 0:01,2,2,,
AjQbFdt8B1B86TBMK0HJLT,¬≥H,E588475079CC1ABC438EA7A89295737B,2,2019/12/20 0:01,2,2,120.087,29.3159
AjQbFdt8B1B5K31KMBOAMS,∫⁄G,49E9E86639051A130AB952C105A73DDE,2,2019/12/20 0:01,2,3,120.03,29.32
AjQbFdt8B1BLO8VTGT75US,’„G,2573D00D2C8ADBFA902B34AF0BCA3C4D,2,2019/12/20 0:01,2,0,,
AjQbFdt8A1B9BQBJBTUD8D,’„G,86AA61D76AA9D1B89EEA84F6F0B6D98C,2,2019/12/20 0:01,1,1,,
AjQbFdt8A1B7K06Q5FQCH7,’„K,2D49076510D6E41BE0B5DFE491D593A3,1,2019/12/20 0:01,2,2,,
AjQbFdt8B1BLO8VTJ9IJV6,’„G,4E83F0BE2E871FBA80AAD7BB6C727597,2,2019/12/20 0:01,1,,,
AjQbFdt8B1B5K31KOO32V6,’„G,29825E0DFD9E3B3E69B566DEDE15C55A,2,2019/12/20 0:01,4,1,120.122,29.337
AjQbFdt8B1B86TBMJUKFJ8,’„G,B627776728B92FC8ADE0C8FBD766D12F,2,2019/12/20 0:01,2,2,120.089,29.3105
AjQbFdt8B1B6U6LVU3B5HB,’„G,9EC42F821C00D3E970887243E1B917C1,2,2019/12/20 0:01,1,,120.041,29.3444
AjQbFdt8A1B5KAV1LQT02T,’„G,BE1E52ACED9317A35899DCC9355966E1,1,2019/12/20 0:01,1,0,120.04,29.3437
AjQbFdt8A1B5KAV1HN902N,’„G,4CF3B65EAD4C0696E73BFB58E5DA84C2,2,2019/12/20 0:01,1,1,120.076,29.3272
AjQbFdt8A1B7K06Q1T82PP,’„G,3EA1D80A2EF601F8C25F0DCC3EFA69F0,2,2019/12/20 0:01,1,1,,
AjQbFdt8A1BKVMSKONA3KA,’„G,6B675146CEB35A1F5C7D01123B5D29AA,2,2019/12/20 0:01,2,,120.08,29.3124
AjQbFdt8B1BLO8VTH7NB3I,’„G,3E956349CF6ADFEB2433622CA73407E9,2,2019/12/20 0:01,4,0,,
AjQbFdt8A1BDJ7F0VAS0SC,’„G,821A1FE27D94CA2377F7342A35520916,2,2019/12/20 0:01,0,8,120.058,29.2909
AjQbFdt8B1BHG132MN9IO7,’„G,C43AAD5CBCE63B57B047288F788F415D,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MEMGD8,’„A,84E02D518FA63F00C974D15E51B2A86B,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132LCAA6H,’„G,F791D778F68BBA6F1F9207789874F855,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132LNP1GG,’„G,25D5D68B7771296AAADBB23C93FF9308,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MLCE35,’„G,B20A94D21F9238FE23ECDE42EF83B256,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132M7216I,’„G,E280C5BFE80C238653578DF3096AF2DB,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132PHULO1,’„G,1A85E5D0EE665E6703C07BB55AA47DEC,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MJFA9H,’„G,26F1CC8159632B0DF39C369A63A2ED49,1,2019/12/20 0:01,0,,,
AjQbFdt8A1B7K06Q5FQDFG,πC,35466ED5B1F3056688779F94BC60213C,2,2019/12/20 0:01,3,2,,
AjQbFdt8B1B86TBMKKJD2M,’„G,1B2355409FC9E37759F63EB0876BAB99,2,2019/12/20 0:01,2,2,,
AjQbFdt8B1BLO8VTFQQU1V,∏”E,3F4DB3ECC09D6628687B2DF9F236A192,2,2019/12/20 0:01,2,2,,
AjQbFdt8A1B7K06Q4PS42E,’„C,0A24E170DD8B997878E3876ECDBC893D,2,2019/12/20 0:01,2,3,,
AjQbFdt8A1B7K06Q5ERQIR,’„B,7543D12C5C5B264165198EF24D4CC33B,2,2019/12/20 0:01,1,2,,
AjQbFdt8A1B7K06Q1RAU6R,’„G,6DEF27166EF9FB70B8296A5EB4BDE022,52,2019/12/20 0:01,3,0,,
AjQbFdt8A1B5KAV1H8V1HT,’„G,1933D1C1067A0CD17A53170DF9F69E6D,2,2019/12/20 0:01,2,0,119.934,29.247
AjQbFdt8B1B5K31LD0S0DH,’„G,4F05F7336DE1BF5999C34233FD56A7EB,52,2019/12/20 0:01,2,2,,
AjQbFdt8A1B7K06Q5HNHAF,’„B,465C43E09676F6355210F6DC58B0A741,2,2019/12/20 0:01,2,2,,
AjQbFdt8A1B7K06Q6RNGQ7,’„G,6142986657D33656FF84BDD013141034,2,2019/12/20 0:01,2,3,,
AjQbFdt8A1B5KAV1PPQR4C,’„G,12280F449BD8F51B2197B1DD5260F99B,2,2019/12/20 0:01,1,0,120.083,29.3278
AjQbFdt8A1B5KAV1AQS5QD,’„G,CE7E345890E2BED387491EB481897551,2,2019/12/20 0:01,4,2,120.094,29.3249
AjQbFdt8B1BLO8VTE4ERSC,’„G,119FC56B1502817133BA4905ABCF184A,2,2019/12/20 0:01,3,2,120.144,29.4197
AjQbFdt8B1B5K31KNMMFPA,’„G,35734FCB85712A31651EE3ECF070184F,2,2019/12/20 0:01,3,0,,
AjQbFdt8B1BLO8VTH4RLV8,’„G,EA983A17DDEF8874C8FA661B113A0FC1,2,2019/12/20 0:01,3,2,5,6
AjQbFdt8B1B5K31L7OTGRE,’„G,B12F06409156786E475C24E70EEAA4BA,2,2019/12/20 0:01,2,0,120.022,29.3148
AjQbFdt8B1B5K31L8FQFA1,’„G,0E86F42CF5CCEA5738DA7A45C3E9C6B3,2,2019/12/20 0:01,1,0,120.079,29.3396
AjQbFdt8A1B7K06Q5ERR4V,’„G,B88DD7D650F8E001751AFE7598A1146C,2,2019/12/20 0:01,2,0,,
AjQbFdt8A1B7K06Q3CVL3B,’„G,A93B7DDA9EB76A42417FE703B7D2F303,2,2019/12/20 0:01,3,3,,
AjQbFdt8B1B6U6LVVJ28MA,’„G,9BB5900DA2392A8C27A4CDC24B905DC3,2,2019/12/20 0:01,2,0,120.042,29.302
AjQbFdt8B1BLO8VTCRCLU3,’„G,7F17E1921C397B274CBB2A97301F3636,52,2019/12/20 0:01,2,,120.108,29.3383
AjQbFdt8A1B9BQBJBKCPN9,’„G,390D1059710A914FBBD4F25134B2E79F,52,2019/12/20 0:01,1,0,,
AjQbFdt8A1BDJ7F0UI23K7,’„G,EA5CF1DDB7305D09E3DDD6A353877059,2,2019/12/20 0:01,2,2,120.137,29.288
AjQbFdt8A1B5KAV1A5S9D7,’„J,AC9C348B10A50AF36441502D3995789E,2,2019/12/20 0:01,6,0,120.12,29.343
AjQbFdt8B1BLO8VTFOTPQB,’„G,7AA479853A88F8980FA72AE4370FBBEC,2,2019/12/20 0:01,3,0,120.102,29.3411
AjQbFdt8B1B5K31KMKB5T3,’„G,5CC22785992A3D24191A99FEF7B6D3D0,2,2019/12/20 0:01,3,1,120.106,29.3004
AjQbFdt8A1BK3VMUG9MK62,’„G,C62949DE7D90F9D5E0E525DB392822B3,2,2019/12/20 0:01,1,3,120.103,29.313
AjQbFdt8B1BLO8VTE2HNNU,’„G,F5B6C488EBB36B2D134AD10416F88170,2,2019/12/20 0:01,3,2,120.157,29.391
AjQbFdt8B1B5K31KNG0NRU,’„G,6E704F30173ED2BBA29B7A70744784CE,2,2019/12/20 0:01,3,1,120.128,29.3237
AjQbFdt8A1B9BQBJBO71KH,’„G,1952264FEEE8FD47F4C52B27878E5ABE,2,2019/12/20 0:01,1,2,,
AjQbFdt8A1B7K06Q45Q903,’„G,E53710C728D1472C3EF4375BE3ABB8D3,2,2019/12/20 0:01,5,1,,
AjQbFdt8A1B5KAV1PTKUJ9,’„J,884C1F56B189F7FE22950362FF524420,2,2019/12/20 0:01,1,1,120.053,29.3035
AjQbFdt8B1B5K31L7TM7BS,’„G,7D517DFF2C1DCECFDACE52269754F3C5,2,2019/12/20 0:01,3,2,120.062,29.3189
AjQbFdt8B1BLO8VTCU8CAN,’„G,8DD6EE504C82A75551BFCFB0FCCCEA87,2,2019/12/20 0:01,1,,120.077,29.2898
AjQbFdt8A1B5KAV1HO7H1J,’„G,4E75677184748CA4A8EEC48E1A016F0C,2,2019/12/20 0:01,2,1,120.076,29.3272
AjQbFdt8A1B7K06Q5JKKRA,’„G,3D17D85FB044F3C8F8885F7CADAC3218,2,2019/12/20 0:01,1,1,,
AjQbFdt8B1B5K31L8A37RT,’„G,22CE77375377A65C3987033A4A8BE12E,2,2019/12/20 0:01,1,3,120.134,29.3095
AjQbFdt8A1BG4CD6E558II,’„G,2A43EEA148147F2C8FF56D4FF540210D,2,2019/12/20 0:01,5,3,0,0
AjQbFdt8B1BLO8VTJPQ64C,’„G,36E8320FBF3C27BF1FC88B9200A5E64C,2,2019/12/20 0:01,4,,,
AjQbFdt8B1B5K31KNHTQ0A,À’C,6E95B1B08050B9CEA0A441CCFC245216,2,2019/12/20 0:01,3,2,120.035,29.3079
AjQbFdt8B1BHG132MJFAKC,’„G,05410527F15E412DB0395036675ABEFA,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132OO5Q05,’„G,ECA6B553AF04343205BB5085D15D2C2A,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MJFAQU,’„G,E8EB49B53E073EC1A364FCA1F1A27DA4,1,2019/12/20 0:01,0,,,
AjQbFdt8B1B86TBMJUKFE7,’„G,588172AA224E1BED0339603C14DD2590,2,2019/12/20 0:01,1,2,120.089,29.3105
AjQbFdt8A1B7K06Q47ND1A,‘•P,ED2BA50C1E2D76E9EE457C73816C024B,1,2019/12/20 0:01,2,3,,
AjQbFdt8B1B5K31L8CUR1U,’„G,6018B10A93F710F559106A59C6BEB81A,2,2019/12/20 0:01,3,1,120.112,29.3099
AjQbFdt8B1BLO8VTGRA1C4,’„G,71F3B05116AFEADE68B3A449504E03CC,2,2019/12/20 0:01,4,0,120.115,29.3533
AjQbFdt8A1B5KAV1H8V1NH,’„G,1933D1C1067A0CD17A53170DF9F69E6D,2,2019/12/20 0:01,2,0,119.934,29.247
AjQbFdt8A1B7K06Q5JKL7V,’„G,B588C2F44909FF5FE3430A88EAF235BC,52,2019/12/20 0:01,1,1,,
AjQbFdt8B1BLO8VTH4RLV8,’„G,878579B9BF84A03BEEB7AF35C9417496,2,2019/12/20 0:01,2,2,5,6
AjQbFdt8A1BKVMSKONA3KA,’„G,70AA12EB8B5283791A85459D0EF55473,52,2019/12/20 0:01,3,,120.08,29.3124
AjQbFdt8A1B9BQBJC8EI4A,’„G,0624E8EC35D31FE56F36CB855F3992FA,2,2019/12/20 0:01,3,,,
AjQbFdt8A1B5KAV1OQB1H0,’„G,ADB7091304DE4D9F14990EDC3DDAE9AC,2,2019/12/20 0:01,1,2,120.186,29.3319
AjQbFdt8B1BLO8VTG2FD2J,’„G,9F5013978B34D4772050D65179FAE70C,2,2019/12/20 0:01,3,0,,
AjQbFdt8A1B5KAV1ARQMJ4,’„G,AF41B9C6B93D744A339E41ED6A5E8297,2,2019/12/20 0:01,1,3,120.094,29.326
AjQbFdt8B1B86TBMKIMA02,’„G,CD6A1927DC7361D67917D614663C5E09,2,2019/12/20 0:01,1,3,,
AjQbFdt8A1B5KAV1E0V7HT,’„G,4C7272D7D1A25C2700F0702A70B081D1,2,2019/12/20 0:01,1,1,120.05,29.3897
AjQbFdt8A1BDJ7F11TSAM9,πÛJ,740C0771446E317AD28F94FDA524BC36,2,2019/12/20 0:01,2,1,120.071,29.1488
AjQbFdt8A1BDJ7F12OJD0E,’„G,B0900E255FE77D0140DEB125B0FA2CEA,2,2019/12/20 0:01,6,2,120.099,29.3256
AjQbFdt8B1BLO8VTJG8I0N,’„D,35DC3B58647BB50F5966AE1C3A86B6D6,2,2019/12/20 0:01,1,,,
AjQbFdt8B1B86TBMKKJD2M,’„G,C5BCB50B6266800582B638085D3A8E56,2,2019/12/20 0:01,3,2,,
AjQbFdt8B1B5K31L8IM2NV,’„G,DE16EE8E11EAF863F55F4302C53C2545,2,2019/12/20 0:01,1,2,,
AjQbFdt8B1BLO8VTD05FDU,’„G,EBBBC49AE55CB7A9DF0AFC8F1B8B30B9,2,2019/12/20 0:01,1,,120.128,29.3068
AjQbFdt8A1B7K06Q4SNQF5,∏”E,15FDF57C1F1ACD3D1A6ADE3B5FC5CE11,2,2019/12/20 0:01,3,3,,
AjQbFdt8A1B5KAV1B795T4,’„G,2A709BAB85C3BB9FE474115F77E1ADF4,2,2019/12/20 0:01,1,3,120.138,29.3063
AjQbFdt8B1B5K31KOO33Q2,’„G,2907255C38EBB33CB00AF0527DE983FE,2,2019/12/20 0:01,4,2,120.039,29.2866
AjQbFdt8B1B5K31KOO32V6,’„G,2A8128783FB691CE744FB2443AFB7F4A,2,2019/12/20 0:01,3,1,120.122,29.337
AjQbFdt8B1BLO8VTCV6T2V,’„G,5D7B91D31592AB8E2082227C5F113022,52,2019/12/20 0:01,1,,120.106,29.3009
AjQbFdt8B1B86TBMJSNBPA,’„G,121EBA25121BF0DB35281824E447C7E9,2,2019/12/20 0:01,1,3,,
AjQbFdt8B1BLO8VTK0G3R7,’„G,8BCC479DAB3FF3573DEFF859DDB2BD0C,2,2019/12/20 0:01,2,2,,
AjQbFdt8B1BLO8VTH7NC2T,’„G,4D74E9ED6C17E8E3ECDE9460BE0235D9,2,2019/12/20 0:01,5,1,,
AjQbFdt8A1B5KAV1HO7GPK,’„G,4E75677184748CA4A8EEC48E1A016F0C,2,2019/12/20 0:01,2,1,120.076,29.3272
AjQbFdt8A1BDJ7F12JQN3S,’„G,A19DC8C2C8497511591053B52BC0CBF9,2,2019/12/20 0:01,4,0,,
AjQbFdt8A1BGO5527GUUDV,’„G,6A6722CFAFC917786C59A0C0FD860141,2,2019/12/20 0:01,1,1,,
AjQbFdt8A1B7K06Q5FQCRJ,’„G,D8CFA6844453ED966CE9B91E6BAEF92D,2,2019/12/20 0:01,2,3,,
AjQbFdt8B1BLO8VTG4CI3S,’„G,475CF20E254B2BEA5613AAC0BD6FC86F,2,2019/12/20 0:01,2,0,,
AjQbFdt8B1B5K31KS5PVA5,’„G,80D2C80468143E5C5E47F0667F804722,2,2019/12/20 0:01,2,2,120.111,29.337
AjQbFdt8A1BK41I1I9R94B,’„G,70019EC04DD75EDE63921932426F5AE6,2,2019/12/20 0:01,2,1,119.989,29.3189
AjQbFdt8A1B5KAV1AN1VQE,’„G,D2C397E909CE2FC23FE3E0421A1B7624,2,2019/12/20 0:01,3,0,120.121,29.314
AjQbFdt8B1BLO8VTH6OP5R,’„G,C3E3DE11A3B1076047185CADA22D1459,2,2019/12/20 0:01,5,2,,
AjQbFdt8B1B5K31KS6OGO2,’„G,EE4E38FCAA09814B9928E82B21F44977,2,2019/12/20 0:01,3,2,120.048,29.2755
AjQbFdt8B1BLO8VTJK2Q9J,’„G,DAB4C4BBD9405C6BFEE1E20F21EFDB0D,2,2019/12/20 0:01,5,0,120.019,29.2563
AjQbFdt8B1BLO8VTGV498G,’„C,5FD4AB7176C31EB80E22C3BDC0EBB0EE,1,2019/12/20 0:01,3,2,,
AjQbFdt8B1BHG132P1NCSC,’„C,1BAEB033BC499D9D9C94821BCC145DDF,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132PH04TE,’„G,1376AF7ACC1C707B9FA81566A91AA52A,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MLCE90,√ˆA,0EE1366419211CDC3A94A1663E29A850,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132OM8N32,’„J,B57D62107C494946DCECFB4B574F841F,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132PAA95M,’„G,D4C1CE53430AE9321B4FD1705811DBCE,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132LCAA6H,’„G,5373EF30E9D32DBA2B8D48517FE8D1A9,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132L8G2LT,’„G,2641CA0716E38FCB60F5A1D73323F5A0,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132PF3044,’„G,E3FB91416A38AE7A19B55708DAB40DCA,1,2019/12/20 0:01,0,,,
AjQbFdt8B1B86TBMKNF2LS,’„G,045E7356A38472031877F376FAFA8590,1,2019/12/20 0:01,1,0,,
AjQbFdt8A1B7K06Q37893U,’„G,DB334E5ADDCA90B27E0805EAFE6A8043,2,2019/12/20 0:01,1,2,120.146,29.3908
AjQbFdt8A1B5KAV1LQT07O,’„G,9C12D89D0D61E81EDB840977F467F8BE,2,2019/12/20 0:01,2,0,120.04,29.3437
AjQbFdt8B1BHG132QO4SGB,’„A,9A19ADF669B004FB8E0964E67B416663,2,2019/12/20 0:01,2,2,120.089,29.3194
AjQbFdt8A1B7K06Q45Q9B7,’„G,68F929BCC3AEA63D1EB7BFC968EEA1F0,2,2019/12/20 0:01,1,1,,
AjQbFdt8B1B6U6LVTSL8PO,’„G,799934D46010D0D56F155E884E66A682,2,2019/12/20 0:01,1,,120.093,29.2861
AjQbFdt8A1B5KAV1NM2ICA,ÕÓS,62348C780D80FA8E3BF951F6AC7E8874,1,2019/12/20 0:01,3,0,120.032,29.3186
AjQbFdt8A1B7K06Q5GOV25,’„G,B2BB7DD2BAB470611565DEB6BCB7F1EF,2,2019/12/20 0:01,3,3,,
AjQbFdt8B1B5K31L0SIJ1Q,’„G,8DF47B0DFA864F959D538AD2BA4984AE,2,2019/12/20 0:01,2,2,120.132,29.3172
AjQbFdt8A1B7K06Q31GTFN,’„G,ED7AF20FC989DAD8AFDE8D5CE2D1BEDE,2,2019/12/20 0:01,5,0,,
AjQbFdt8B1B5K31L7QQJT3,’„G,00330FAAFFDCBB8816CC77CBAF1E1086,52,2019/12/20 0:01,3,1,120.106,29.2995
AjQbFdt8A1B5KAV1ADGK02,’„G,31D924E9F85D7FEDD40E7C6DE3A3F799,2,2019/12/20 0:01,3,1,120.062,29.2871
AjQbFdt8B1BLO8VTCU8BGA,’„G,231569D53BA1D644DDAAEA8200A6540A,2,2019/12/20 0:01,2,,120.039,29.3075
AjQbFdt8A1B7K06Q4PS4LG,’„G,976636D3D23075681B9729936FE8EFEF,2,2019/12/20 0:01,2,2,120.092,29.3146
AjQbFdt8B1BLO8VTH4RLIM,’„G,E47D28A8324AF406AC96607C2B1854B5,2,2019/12/20 0:01,3,0,1,2
AjQbFdt8A1B9BQBJF50VTQ,’„G,74A83B37CE8B2276C25A04ADB93AD914,2,2019/12/20 0:01,1,,,
AjQbFdt8A1B7K06Q5ERQIR,’„G,4B8166326EA8163FCACAF76BCABD9184,2,2019/12/20 0:01,1,2,,
AjQbFdt8B1BLO8VTFQQTS3,’„G,25A40947F0171C5F9E26D604B9C2A7C2,2,2019/12/20 0:01,3,0,,
AjQbFdt8A1B7K06Q45Q903,√ˆL,1A07AD0E5B66016F69CD2683EBE32BDC,1,2019/12/20 0:01,5,1,,
AjQbFdt8B1BLO8VTJAH6KA,’„G,3EC686B298608769D1A3D5D704727DBA,2,2019/12/20 0:01,1,,,
AjQbFdt8A1B5KAV1A9MEDI,’„G,23416A32C06E61450EF22D261D629CFA,2,2019/12/20 0:01,1,2,,
AjQbFdt8A1B7K06Q45Q9B7,’„G,73E525E0611EF38AD4FBF19FEDD042E9,2,2019/12/20 0:01,2,2,,
AjQbFdt8A1BL1TPJSOESVJ,’„G,B80C7481617EA04330C2677CAF6EFD69,2,2019/12/20 0:01,2,2,,
