channelcode,carnum1,carnum2,type,time,lane,dir,LNG,LAT
AjQbFdt8B1BLO8VTGDU5E9,’„G,EA475C901AB7FF459CF6637730E9797F,2,2019/12/20 0:01,3,3,,
AjQbFdt8B1BLO8VTCKMO22,’„G,D2C397E909CE2FC23FE3E0421A1B7624,2,2019/12/20 0:01,2,,120.125,29.3113
AjQbFdt8A1B5KAV1HIGBMM,’„G,6E63E1A85303D951952A33B627C26EC3,2,2019/12/20 0:01,2,0,120.076,29.3273
AjQbFdt8B1BLO8VTJK2QGP,’„G,41B02084EBAA6C8E69CF8C8E0B8FAE68,2,2019/12/20 0:01,7,0,120.019,29.2563
AjQbFdt8B1BLO8VTD9N482,À’H,DAB7300772B373EE68DC9ED2A4E9AFBB,1,2019/12/20 0:01,1,3,,
AjQbFdt8B1BLO8VTGA3TI1,’„G,B739E033189286C8AEF409D46D0926E9,2,2019/12/20 0:01,1,1,,
AjQbFdt8B1B5K31KP1KE9D,’„G,4D52BE0187230A7D82ED400A0B27E70B,2,2019/12/20 0:01,4,0,120.048,29.2764
AjQbFdt8A1B5KAV1F65RUO,’„G,D92FF1C270D517DFBF3BC399E7C6B833,2,2019/12/20 0:01,4,0,120.03,29.2669
AjQbFdt8B1BLO8VTCU8BGA,‘•P,500B74AE54A6C641FF457CD2B39BF1A9,2,2019/12/20 0:01,1,,120.039,29.3075
AjQbFdt8B1BLO8VTCV6U2S,’„G,B5F130200F44A7334827E113EF3232F6,2,2019/12/20 0:01,2,,120.106,29.3009
AjQbFdt8A1B5KAV1NM2IU9,’„G,44329ECCE17DECC144722719DF399E01,2,2019/12/20 0:01,4,1,120.031,29.3185
AjQbFdt8B1BLO8VTCU8C4T,’„G,509E89D7FE46C4246DAA3CD20C166216,2,2019/12/20 0:01,1,,120.077,29.29
AjQbFdt8B1BLO8VTCMJSB4,’„G,67ABFCE518AD0F0FC8AB1F5922161C34,2,2019/12/20 0:01,2,,120.062,29.2678
AjQbFdt8A1B5KAV1H80GPA,’„G,B6DABB230B901FE8ACD0D29F17FC0EAA,2,2019/12/20 0:01,1,0,119.934,29.247
AjQbFdt8A1B5KAV1H8V1HT,’„A,FEE6CA6006FEA12F1776CE575090FA8A,1,2019/12/20 0:01,2,0,119.934,29.247
AjQbFdt8A1BL1TPJSINHFT,’„G,3D91E736AA43B7AC967F3A9184CA5D46,2,2019/12/20 0:01,2,2,120.103,29.3642
AjQbFdt8B1B6U6LVTRMN8Q,’„G,BDD50035DA59C956D9406F4223DD5395,2,2019/12/20 0:01,1,,120.139,29.3134
AjQbFdt8A1B5KAV1HEM7SO,’„B,E22CC512C0CE52111DECAF79437392EA,1,2019/12/20 0:01,2,0,120.034,29.2098
AjQbFdt8A1B7K06Q30IB0T,’„G,C0E20CD32C1053AA8089F67F251D2821,2,2019/12/20 0:01,2,0,,
AjQbFdt8A1B5KAV1DJJO8E,’„G,24FB9CB802BCEC5979A26E8F1FFD666E,2,2019/12/20 0:01,2,0,120.053,29.2414
AjQbFdt8A1B7K06Q23U0MO,’„G,12618374360F398564C4B14CF0E1AAE8,2,2019/12/20 0:01,2,2,,
AjQbFdt8A1B5KAV1H8V1VV,À’F,0B1FCA7DD4FFAE205477DD63410A8EAB,1,2019/12/20 0:01,3,0,119.934,29.247
AjQbFdt8B1BLO8VTGIMUVQ,’„G,1A7CCC64971618A134745A35A17F4284,2,2019/12/20 0:01,1,0,120.075,29.2849
AjQbFdt8A1BGO5527GUU1N,∏”A,7ED41488DF32F17598A400DBBE90BCA9,2,2019/12/20 0:01,1,1,,
AjQbFdt8A1B9BQBJELO3L7,’„G,B0E2C64F46DCDDBA8D4409FF3394600D,2,2019/12/20 0:01,3,1,,
AjQbFdt8B1B5K31L0SIISQ,’„G,5F4429E011304131B8E5630BDC673509,1,2019/12/20 0:01,2,2,120.135,29.3087
AjQbFdt8A1B5KAV1F65RI1,’„G,C328EAB72656C9B0FC9F3C12A8985607,2,2019/12/20 0:01,3,0,120.03,29.2669
AjQbFdt8B1B86TBMJVJ1PB,’„G,2A2E9972245DE520C3D2CFCBB4BA21B5,2,2019/12/20 0:01,1,2,120.087,29.3159
AjQbFdt8A1B5KAV1PUJFMJ,’„G,2080AE7DBEAAAA481B04D1E5360BF1B5,2,2019/12/20 0:01,1,0,120.121,29.3649
AjQbFdt8B1BLO8VTH6OQ5Q,’„G,BD43706CDF3105CA9547A651FFA78327,2,2019/12/20 0:01,5,3,120.009,29.2792
AjQbFdt8B1BLO8VTHAJ0TP,’„G,841B649A4BEC2F2B295EF606CB312E2B,2,2019/12/20 0:01,4,1,,
AjQbFdt8A1B7K06Q3HOES6,’„G,178EDF67D90BC14BF86CE63DB9BA8362,2,2019/12/20 0:01,5,1,,
AjQbFdt8A1BDJ7F0UI23K7,∏”D,C18B61C3AD641D8DF4590BE43475F4B0,2,2019/12/20 0:01,2,2,120.137,29.288
AjQbFdt8B1B5K31L83DEM3,’„G,E936A18345FBDE7C4534256D614EE556,2,2019/12/20 0:01,2,3,120.039,29.2871
AjQbFdt8A1B7K06Q4RP7M9,’„G,3E52DA5248053EC3511B5E3DB524F8D4,2,2019/12/20 0:01,3,3,,
AjQbFdt8B1BLO8VTJEBEV9,’„G,DFD121DC3819925D51958D07BE03291F,1,2019/12/20 0:01,2,,,
AjQbFdt8A1B5KAV1A4TO49,’„G,6D14963725AF0572C8BC5B10126FFD7B,2,2019/12/20 0:01,4,1,120.119,29.3431
AjQbFdt8A1B5KAV1APTKQV,’„G,A4B80689325D25A7E2F612D2C1DBCF62,2,2019/12/20 0:01,4,3,120.094,29.326
AjQbFdt8A1B5KAV1ABJGSS,’„J,733EE2641014871A2E36D3DF25518FCA,2,2019/12/20 0:01,4,0,120.115,29.343
AjQbFdt8B1BLO8VTH7NAVC,’„G,9BB5900DA2392A8C27A4CDC24B905DC3,2,2019/12/20 0:01,3,0,,
AjQbFdt8A1B7K06Q1V573H,’„G,A8EE2FBB21006FCB18A8226EBC289F08,2,2019/12/20 0:01,2,1,,
AjQbFdt8A1B5KAV1G4MR0R,’„G,CC95F7502C4A6E4F26090CB0DEEC37CF,2,2019/12/20 0:01,3,1,120.105,29.3251
AjQbFdt8B1BHG132OTT5QI,’„G,DE27F902889561FA4787DCB18EAE21ED,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132N6IEM7,’„D,3AB8D671064A386FED92AD3579F19BE2,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132N6IF4J,ÕÓE,1AB42C7E6D6A5674F007DAC4E9CB44C9,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MP6N0L,ÕÓA,60BB2496E77245FDF32E1A4B8AE15DEA,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132OM8MAP,’„G,85F14CBC81B3CC920DC53EF74EF54304,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132OO5R0L,’„G,74DFA9E05382D30392923FEFA7E5A1D9,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132N5JSPH,’„G,1FB989B79053B286075A4707DCA8B6A7,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132OP4BPN,’„C,52EDB004319C3A2425B2AC79B170C3CC,1,2019/12/20 0:01,0,,,
AjQbFdt8A1B7K06Q5ERQOS,’„G,331FD8A23412594500D7FE04756D0BD1,2,2019/12/20 0:01,1,1,,
AjQbFdt8A1B5KAV1IRH3HD,’„G,81E30960F9ABF646F742D76E1BF66DCC,2,2019/12/20 0:01,2,0,120.024,29.292
AjQbFdt8A1B7K06Q4CG7G9,’„L,4B750C2B3A9E203E247383FD9AD5AE7C,1,2019/12/20 0:01,1,1,,
AjQbFdt8A1B5KAV1H72039,’„G,0580694D67578C3CCA536EAF3059A255,2,2019/12/20 0:01,1,0,119.934,29.247
AjQbFdt8A1B5KAV1B87NEF,’„G,C28409E7B28D1914E517D98469D88FE4,2,2019/12/20 0:01,3,2,120.138,29.3064
AjQbFdt8B1BLO8VTDUNFGI,πÛE,CE3B0867F90DE337C917E5AA34ECA35C,2,2019/12/20 0:01,1,2,,
AjQbFdt8B1BLO8VTFN0LOD,’„G,C8679AB37FF5349E61597914DB36AB8C,2,2019/12/20 0:01,2,2,120.124,29.3635
AjQbFdt8A1B5KAV1DKI8VF,’„G,24FB9CB802BCEC5979A26E8F1FFD666E,2,2019/12/20 0:01,2,0,120.053,29.2414
AjQbFdt8B1BLO8VTH8LTPV,ÕÓS,4AC46BFAD0A42EC10A4D94032F578BCA,2,2019/12/20 0:01,2,2,,
AjQbFdt8A1B5KAV1OGPKEG,’„G,FB507491B924E4DCDD83B8DC62EF72A0,2,2019/12/20 0:01,2,2,120.06,29.3617
AjQbFdt8A1B5KAV1U46829,’„G,97CCC263D6DD2248279D520F2EEE9473,2,2019/12/20 0:01,2,0,120.089,29.3062
AjQbFdt8B1BLO8VTDRRPGE,’„G,CAE617BE5E3D772087293D9DA01D42D4,2,2019/12/20 0:01,3,1,120.013,29.2839
AjQbFdt8A1BDJ7F126F5KQ,’„G,60BD312ED4E5070C625C7B5B4882BA89,2,2019/12/20 0:01,5,1,120.043,29.2672
AjQbFdt8B1BLO8VTH4RLMO,’„G,6F3E5322AA52CD208899E6E307B179B9,2,2019/12/20 0:01,5,0,3,4
AjQbFdt8B1BLO8VTGFRA72,’„G,27C6D833006744C39A919F8A27FD3C8D,2,2019/12/20 0:01,3,2,,
AjQbFdt8B1BLO8VTDM4DDV,’„P,6EB3EFCF409168494A9C0141C76893CB,1,2019/12/20 0:01,2,0,120.009,29.326
AjQbFdt8B1BLO8VTGA3TT7,’„G,0132F5009225E22842142DEAE294670E,2,2019/12/20 0:01,1,0,,
AjQbFdt8B1BLO8VTCNIDDP,’„G,B00F922E0986CBE3B6AA99D2B79DBD00,2,2019/12/20 0:01,2,,120.095,29.3134
AjQbFdt8A1B5KAV1BJM5RS,∂ıG,2302C72135FA6E6A46E09D4457C32C26,2,2019/12/20 0:01,1,1,119.978,29.3073
AjQbFdt8A1B5KAV1IJSSLI,∏”E,FECBC90A5CDC30FFAB2FC0914D506E6D,2,2019/12/20 0:01,1,1,120.043,29.2672
AjQbFdt8B1B5K31L7UKONJ,’„G,3EC686B298608769D1A3D5D704727DBA,2,2019/12/20 0:01,3,2,120.052,29.3206
AjQbFdt8B1B86TBML8L6IC,’„G,93E77A767E8BC44C42B4E0C7DD18F086,2,2019/12/20 0:01,1,0,120.086,29.3185
AjQbFdt8A1BDJ7F14B58LO,’„G,5D5D5E104D8D2C9197E0001045B02166,2,2019/12/20 0:01,3,2,120.042,29.283
AjQbFdt8B1BLO8VTCNIE2N,’„G,372CAC18B35640078FFD67F6E207DF9E,2,2019/12/20 0:01,1,,120.095,29.3136
AjQbFdt8B1BLO8VTCT9PDD,∏”E,F43DE3CC8E50E2F76675F317C672C795,2,2019/12/20 0:01,2,,120.117,29.2919
AjQbFdt8B1B5K31KMBOAUL,’„G,C1052D8048D6791A88087761A2D582F9,2,2019/12/20 0:01,2,3,120.03,29.32
AjQbFdt8B1B5K31KOUORLA,’„G,41F7FCD53B787476F05DC4B11C3EE804,2,2019/12/20 0:01,3,1,119.941,29.2525
AjQbFdt8B1B5K31KMFIFCL,’„G,D228706E7F0DE081DF2766F267E81D10,2,2019/12/20 0:01,2,0,119.916,29.256
AjQbFdt8B1BLO8VTJEBEV9,’„G,DFD121DC3819925D51958D07BE03291F,1,2019/12/20 0:01,2,,,
AjQbFdt8A1BDJ7F14C3PGB,’„G,5CCBE1FE875EC2357B8883E38D754896,2,2019/12/20 0:01,5,2,120.042,29.283
AjQbFdt8A1B5KAV1NM2IU9,’„G,94FD7730169975D10D1319C78E2BB30F,2,2019/12/20 0:01,5,1,120.031,29.3185
AjQbFdt8A1B5KAV1B968PP,’„G,DD0C298115864DDB54AC5AB55EF00ADB,2,2019/12/20 0:01,3,2,120.138,29.3064
AjQbFdt8B1BLO8VTJDCRSM,ÕÓK,199E93368711CC8428D2A6C95DDA4AE7,1,2019/12/20 0:01,2,,,
AjQbFdt8B1BLO8VTDIA4TT,’„G,4FFFFC683CCA7FAC941EB15BB96ABFA8,2,2019/12/20 0:01,3,9,,
AjQbFdt8B1BLO8VTJDCSQ8,’„G,5EF1D95F0F1ABE0F322FF8CDD6CF997D,2,2019/12/20 0:01,2,,,
AjQbFdt8B1B86TBMN6L2CF,’„G,14727B208D742F85CBDA675F3CF77C86,52,2019/12/20 0:01,1,2,120.052,29.3807
AjQbFdt8A1B5KAV1D3CIAS,’„G,DFADF895F47BBDBE4B9FDD1EA90019B0,2,2019/12/20 0:01,2,0,119.959,29.285
AjQbFdt8B1BLO8VTJG8I0N,ÕÓN,EF22FB8BC75D8BC20A750A68A93EF9A1,1,2019/12/20 0:01,2,,,
AjQbFdt8A1B5KAV1H8V23U,À’F,0B1FCA7DD4FFAE205477DD63410A8EAB,1,2019/12/20 0:01,3,0,119.934,29.247
AjQbFdt8B1B86TBML6O2GQ,’„G,552B0863E75A8CDF4C8DD94974BBB591,2,2019/12/20 0:01,2,1,120.063,29.2803
AjQbFdt8B1B5K31KOK8U7H,’„G,D81C382309473113CC7106DB64B80312,2,2019/12/20 0:01,5,0,120.116,29.3064
AjQbFdt8A1B5KAV1PTKUJ9,’„G,EAA74024D13C84535626D2F25A3FE146,2,2019/12/20 0:01,1,1,120.053,29.3035
AjQbFdt8B1BLO8VTDFEES7,’„G,04480E2E853BD9B8236270552EC2752C,2,2019/12/20 0:01,1,1,119.919,29.2624
AjQbFdt8B1BLO8VTCNIE8I,’„G,849F09B21D5AD95AFA3BD1B59B4346CE,2,2019/12/20 0:01,1,,,
AjQbFdt8A1B5KAV1G3OA1I,’„G,1839846AF3B8C2C2CC4203195535A2DE,2,2019/12/20 0:01,2,1,120.105,29.3251
AjQbFdt8A1BDJ7F14HR488,‘•P,1EB00EFCBB2475CA91E0DE1E042B9487,2,2019/12/20 0:01,2,0,,
AjQbFdt8A1B5KAV1G4MR5K,’„G,CC95F7502C4A6E4F26090CB0DEEC37CF,2,2019/12/20 0:01,3,1,120.105,29.3251
AjQbFdt8B1BHG132MP6N71,’„G,70A742D2F02B6D3A373077F7C75261C7,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MEMG5Q,’„G,6200C8856C2139A332619A933DA7EE22,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MAS8GS,’„G,FC5545EC28FE19D6AF36590828C8D3E1,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MN9HU5,’„G,59221FB29EBE3610E2B7D5BFB5B1F611,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MN9IO7,’„G,DA08A384A4B378DDA7C67700ACDEDA54,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132LMQEUS,’„G,E7799BDB7727FCD6943D7782A7A3CDF7,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132M54SHR,’„G,1135C9F285EF4F16399B2C5FA7DCD977,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132OTT5E8,’„G,8E2C9EBE02012641A4E2CD00019027CE,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132P8D6M5,’„G,759031C81654065A47D51209D20A9D39,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MR3PS7,πM,B6E1C903689B2CF22C97508D098C8878,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132PB8QI9,’„K,3C0291D7411D302AB329A59F72CDBEA0,1,2019/12/20 0:01,0,,,
AjQbFdt8A1B9BQBJFSSKFM,’„G,778B8805E32D456C5E23B2404539EADB,2,2019/12/20 0:01,3,,,
AjQbFdt8B1BLO8VTCNIDDP,’„G,EA983A17DDEF8874C8FA661B113A0FC1,2,2019/12/20 0:01,1,,120.095,29.3134
AjQbFdt8A1B5KAV1H80GPA,∏”G,F1C87223A51FD1D9169BE395E636D6C7,2,2019/12/20 0:01,1,0,119.934,29.247
AjQbFdt8B1BLO8VTJAH6KA,’„G,6E390305D43FEFF2CF7DC8BD6903D8E3,52,2019/12/20 0:01,1,,,
AjQbFdt8A1B7K06Q3IN1IE,’„G,96892303219F107F615AA0BD3DDE5565,2,2019/12/20 0:01,2,2,,
AjQbFdt8B1B5K31L8CUR1U,’„G,B25811D309A2F4FB664274D8A2FDD6FA,2,2019/12/20 0:01,3,1,120.112,29.3099
AjQbFdt8B1B86TBML8L65N,’„G,8EDCAF57E3B257E25DAAD8DE8F5A336E,2,2019/12/20 0:01,1,0,120.086,29.3184
AjQbFdt8B1BLO8VTGOEBFQ,ºΩF,71DA30740E29BFB345553AD39F431E7C,2,2019/12/20 0:01,4,2,,
AjQbFdt8B1BLO8VTFTMK5F,’„G,DF876B3D74D26519A63FDC982D614843,2,2019/12/20 0:01,2,2,120.081,29.284
AjQbFdt8B1B5K31KS6OGSF,‘•S,ED611D62C6B4B2FC1305B492855A35F6,2,2019/12/20 0:01,1,0,120.048,29.2764
AjQbFdt8B1B5K31KNSDMUV,’„J,834B90C935D01A7646151FD69B6A2F38,2,2019/12/20 0:01,3,0,120.079,29.3396
AjQbFdt8A1B5KAV1DKI9PC,’„G,1C2FBABCC492930884BFAEB4139A1770,2,2019/12/20 0:01,1,1,120.053,29.2414
AjQbFdt8A1B5KAV1PQPCLI,’„G,F5AE2F30F04CF4F3E363A75C09B4E2DC,2,2019/12/20 0:01,2,0,120.053,29.3037
AjQbFdt8A1BDJ7F14B58B9,’„G,5B5C4C5BEBD0948C3AABDD887B0DD279,2,2019/12/20 0:01,4,0,,
AjQbFdt8B1BLO8VTCT9Q0F,’„G,161007C3E34F9059F69F5940FB0EEAA3,2,2019/12/20 0:01,2,,,
AjQbFdt8A1BDJ7F0UE80IO,’„G,A6430160B107C12F704CB60541DDF33E,2,2019/12/20 0:01,2,2,120.138,29.2906
AjQbFdt8A1BDJ7F0UKTMJK,’„G,92FD1EDAA151CB3AED43C32851A99509,2,2019/12/20 0:01,2,0,,
AjQbFdt8A1BDJ7F0U7I7MN,’„G,EE08FE8D9FFB8DC27A7B6B3608A3F535,2,2019/12/20 0:01,2,2,,
AjQbFdt8A1B5KAV1I1OQ46,’„G,94E56BDCA2B9AD8423614F9057DEF9B5,2,2019/12/20 0:01,2,1,120.009,29.2831
AjQbFdt8A1B5KAV1D59KA0,’„G,F28DDA32CCA63BFE9C038CC9F30F941C,2,2019/12/20 0:01,2,1,119.959,29.285
AjQbFdt8A1B7K06Q22VEJC,ÕÓB,BD05800520B40E8CFE80ACF90E97FA21,1,2019/12/20 0:01,1,2,,
AjQbFdt8B1B5K31L8CUR1U,’„G,7C978AA45F400102E684083352E42CDF,2,2019/12/20 0:01,1,1,120.112,29.3099
AjQbFdt8A1B7K06Q4I7J76,’„G,903D665452AF98CE760F9556DFBF1252,2,2019/12/20 0:01,2,0,,
AjQbFdt8B1BLO8VTE1J5VS,’„H,9855138416484EC1D61EBDE7B63A6639,1,2019/12/20 0:01,2,3,120.129,29.3913
AjQbFdt8A1B9BQBJF7SKUU,’„G,9AB4B0FBFD49E262115342517A142EF5,2,2019/12/20 0:01,1,,,
AjQbFdt8B1B5K31KNRF5D2,’„G,F91E561DE5FAB9002497161183981335,2,2019/12/20 0:01,2,0,120.119,29.3242
AjQbFdt8B1BLO8VTCOGVBB,’„G,849F09B21D5AD95AFA3BD1B59B4346CE,2,2019/12/20 0:01,2,,,
AjQbFdt8A1B5KAV1IKRDQE,’„G,1C77D94E0706BD4C866C6898CF20C949,52,2019/12/20 0:01,3,1,120.043,29.2672
AjQbFdt8B1BLO8VTFPSB41,’„G,63D992588E4CB44282FD176E1F535519,2,2019/12/20 0:01,3,1,,
AjQbFdt8A1B7K06Q6PQDLO,’„G,DC721880358CD36AA11665540B13B7F7,2,2019/12/20 0:01,4,2,,
AjQbFdt8A1B7K06Q4PS4LG,’„G,28B625DFF3C6EAAB27ED994229A03EB9,2,2019/12/20 0:01,2,2,120.092,29.3146
AjQbFdt8B1BLO8VTFPSBJI,’„G,4F5C42708514AB83AC106A497B8512DD,52,2019/12/20 0:01,2,3,120.088,29.3252
AjQbFdt8A1B7K06Q47NCM5,’„G,BFA47647727C1765E412AD03471FC002,2,2019/12/20 0:01,2,2,120.133,29.3122
AjQbFdt8A1BK3VMUG9MK62,’„G,303DA985ECA5971F025B9A5FC64E6323,52,2019/12/20 0:01,1,3,120.103,29.313
AjQbFdt8B1BLO8VTD141G1,’„G,BBAD586D5AE3F81B3E0AC0527FCA774F,2,2019/12/20 0:01,2,,120.139,29.3504
AjQbFdt8B1B6U6LVTUICA2,’„C,5B04D96635F54317DB716AA8F4533E12,2,2019/12/20 0:01,1,,120.137,29.3073
AjQbFdt8A1B7K06Q45Q903,’„G,68F929BCC3AEA63D1EB7BFC968EEA1F0,2,2019/12/20 0:01,2,2,,
AjQbFdt8B1BLO8VTCU8B3U,–¬G,0B0C07F3D68AE7F89B142DDBBF5DD7B5,2,2019/12/20 0:01,1,,120.106,29.3316
AjQbFdt8A1B7K06Q5FQCNN,’„G,71529864FE86F1F406D2FF85431E22F8,2,2019/12/20 0:01,2,1,,
AjQbFdt8A1B7K06Q4PS3QM,∏”E,D4410EB395CBEFDCC8425855AC37715D,2,2019/12/20 0:01,2,2,,
AjQbFdt8A1B5KAV1TUF3JB,’„G,97CCC263D6DD2248279D520F2EEE9473,2,2019/12/20 0:01,2,2,120.089,29.3062
AjQbFdt8B1B5K31KMCMSMB,’„G,4FA195909B036CB4413D19C2AD8BDC8D,2,2019/12/20 0:01,5,0,120.031,29.3195
AjQbFdt8B1B5K31L8FQEIB,’„G,79DB2F1B0E116B5BEF3D29E742D9467A,2,2019/12/20 0:01,2,0,120.119,29.3242
AjQbFdt8A1B5KAV1H8V1VV,‘•P,DE29A58C7FF83E72F497E4FFD45E678D,1,2019/12/20 0:01,3,0,119.934,29.247
AjQbFdt8B1BLO8VTG3DVK6,ÕÓA,ED3630F4CD2765B86F073AB35A03EAAE,2,2019/12/20 0:01,2,2,,
AjQbFdt8B1B86TBMN7JKFB,’„G,9F000769950CDC7E0C2A9CFB184ABDBC,2,2019/12/20 0:01,1,2,,
AjQbFdt8A1B5KAV1ACI1R7,’„G,E47F1F7C95559B250544E5EEE441516E,2,2019/12/20 0:01,1,0,120.115,29.343
AjQbFdt8B1B86TBMK0HJLT,’„G,2A2E9972245DE520C3D2CFCBB4BA21B5,2,2019/12/20 0:01,1,2,120.087,29.3159
AjQbFdt8B1BLO8VTJFA0LP,’„G,E1A3F26E96CE193A6DC4D71B95527887,52,2019/12/20 0:01,2,,,
AjQbFdt8B1BLO8VTH6OPUT,’„G,BD43706CDF3105CA9547A651FFA78327,2,2019/12/20 0:01,5,3,,
AjQbFdt8A1B5KAV1APTK4I,’„G,DD4FD403911E183E875964A586F5A20C,2,2019/12/20 0:01,2,0,120.088,29.2944
AjQbFdt8A1B5KAV1HEM7L6,’„G,D8F31140565DC639C13B351A2DFDE901,2,2019/12/20 0:01,1,0,120.034,29.2098
AjQbFdt8B1BLO8VTCNIE8I,’„G,354B8D4F3F9B288002BFAD86D1FA5766,2,2019/12/20 0:01,2,,,
AjQbFdt8A1BGO5527GUTPR,’„G,C474AFBCFE6ED6A7AE5EC7DC1925CD18,2,2019/12/20 0:01,3,1,,
AjQbFdt8A1B5KAV1G3OA6P,’„G,1839846AF3B8C2C2CC4203195535A2DE,2,2019/12/20 0:01,2,1,120.105,29.3251
AjQbFdt8B1BHG132LAD5HL,πÛJ,5423C2B7FCF240978B01AEC5000765D2,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132MBQQEP,ª¶C,8A4A35A0FF5ADF7A01452657F79BD4C4,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132LNP0OV,’„G,1748552553E02B67C49DBCB89CFB14EE,1,2019/12/20 0:01,0,,,
AjQbFdt8B1BHG132LG4HR7,’„G,B1C7E92D8577CBB728BF7688CE9BBFF4,1,2019/12/20 0:01,0,,,
AjQbFdt8A1B9BQBJF7SKUU,’„G,E6C57D3EE466AD61B14202CC9EE2EF86,2,2019/12/20 0:01,1,,,
AjQbFdt8A1B9BQBJFSSK7O,’„G,60624F30872EEC42B2680B9498A562AA,2,2019/12/20 0:01,2,,,
AjQbFdt8A1B7K06Q5ERQIR,’„G,1639C4DB98E437F837F5C583021D820F,2,2019/12/20 0:01,1,2,,
AjQbFdt8A1B5KAV1ABJGSS,’„G,92C94117CDA9BD7B39340FC657E504E0,2,2019/12/20 0:01,4,0,120.115,29.343
AjQbFdt8A1B5KAV1B87NKN,’„C,5B04D96635F54317DB716AA8F4533E12,2,2019/12/20 0:01,2,2,120.138,29.3064
AjQbFdt8A1B5KAV1B0JD2K,’„G,D073F6D2B3C24711DA541448BE188BED,2,2019/12/20 0:01,2,0,120.061,29.3582
AjQbFdt8A1B5KAV1BMHPG8,ÕÓK,1AF95DA344B8AE24F4A37A69D3475F8F,1,2019/12/20 0:01,2,1,,
AjQbFdt8B1BLO8VTH4RLIM,’„G,7EEFACE77F6CB45FA7054D541CEEABBB,2,2019/12/20 0:01,2,0,1,2
AjQbFdt8A1B5KAV1HEM7L6,ÕÓB,248BDAF1F6E474110331F47207A5AAE6,2,2019/12/20 0:01,1,0,120.034,29.2098
AjQbFdt8A1BDJ7F14B57CM,’„C,3F931AC0E8B037137AAC10F16A948770,1,2019/12/20 0:01,3,1,,
AjQbFdt8B1BLO8VTH4RM2P,’„G,D38F8598CD1EDF84D6B832BA4A719822,2,2019/12/20 0:01,6,2,,
AjQbFdt8B1B6U6LVTUICA2,’„G,21C78C1B2FE791F7A63B35625E74CCD2,2,2019/12/20 0:01,1,,120.137,29.3073
AjQbFdt8B1B86TBMJNUK80,’„G,51AE86F6C676C30D1F319AD7A7CD9BBA,2,2019/12/20 0:01,2,3,,
AjQbFdt8B1B86TBML5PG83,’„G,E3180073D9B39BBB0EC0A5CF66D09DEF,2,2019/12/20 0:01,2,3,120.057,29.281
AjQbFdt8B1BLO8VTFQQTS3,’„K,DD20CDB003B3406E8CD714F121B26C8C,2,2019/12/20 0:01,1,0,,
AjQbFdt8B1BLO8VTD05F1U,’„G,6660B76AD78D81DEF13CE49A91B9F289,2,2019/12/20 0:01,2,,120.098,29.3213
AjQbFdt8A1B7K06Q5HNGV9,’„G,1BBF522CC2527644EB91FCD9E05A1A46,2,2019/12/20 0:01,1,3,,
AjQbFdt8A1B7K06Q1RAU6R,’„A,AE729F63AC0E409439ACD2ED153177C6,2,2019/12/20 0:01,3,0,,
AjQbFdt8A1B5KAV1I0Q9CS,’„G,1E4E5EAD4B42CD5B2564B5659B01AA12,2,2019/12/20 0:01,2,1,120.009,29.2831
AjQbFdt8B1B6U6LVVKVB5O,ÕÓD,9CAB1C3E72B7D4FC178A4D6EFED64FF1,2,2019/12/20 0:01,2,1,120.042,29.3018
AjQbFdt8A1B5KAV1PUJFMJ,’„G,DD3845AE551EE263C970666BDB4AA354,2,2019/12/20 0:01,1,0,120.121,29.3649
AjQbFdt8A1BDJ7F0UE804E,’„G,C4C8D58B53A41248B58B010B564ADFB1,2,2019/12/20 0:01,2,2,120.136,29.2914
AjQbFdt8B1BLO8VTCNIECH,’„G,354B8D4F3F9B288002BFAD86D1FA5766,2,2019/12/20 0:01,1,,,
AjQbFdt8B1BLO8VTCLLABP,ÕÓL,5C94B01F6647B86157EC88F4D9FABCFF,2,2019/12/20 0:01,2,,120.085,29.2833
AjQbFdt8B1B5K31L7TM7BS,’„G,561C9FF0DA4B8C8605CF33AA110913E0,2,2019/12/20 0:01,2,2,120.062,29.3189
AjQbFdt8A1B7K06Q4M1S9C,’„G,5B3C47774DD5925336469EE5676A48E6,2,2019/12/20 0:01,3,2,,
